objectid,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,style,grade,ext_walls,roof,flooring,bsmt_type,heating,fireplace,year_built,no_of_stories,total_rooms,bedrooms,half_bathrooms,full_bathrooms,basement_garage,sq_footage_finished_living,basement,finished_basement
2800,518915875,741,NA,NA,NA,LEXINGTON,AVE,NA,22902,R,NA,NA,2800,200089000,Single Family,1 Story,C,Stucco,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1928,1,6,3,0,1,0,1124,1124,180
2801,520515938,661,NA,NA,NA,EVERGREEN,AVE,NA,22902,R,NA,NA,2801,200091000,Single Family-2 Conversion,1.5 Story,C,Vinyl,Shingles,Hardwood,Partial Basement,Forced Air,1,1940,1.5,14,6,0,4,0,1778,495,495
2802,521115884,744,NA,NA,NA,LEXINGTON,AVE,NA,22902,R,NA,NA,2802,200092000,Single Family,1 Story,C,Stucco,Shingles,Hardwood,Full Basement,Floor Furnace,0,1930,1,6,3,0,1,0,1158,974,NA
2803,19310013,2308,NA,NA,NA,BANBURY,ST,NA,22901,R,NA,NA,2803,200093000,Single Family,1.5 Story,C,Concrete Block,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1915,1.5,9,4,0,2,0,2070,1380,0
2804,20610038,2309,NA,NA,NA,BANBURY,ST,NA,22901,R,NA,NA,2804,200093100,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2805,126815984,1115,NA,NA,NA,ALTAVISTA,AVE,NA,22902,R,NA,NA,2805,200094000,Single Family-1 Conversion,1 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,2,1954,1,11,5,0,3,0,1569,1461,500
2806,126855970,1000,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,2806,200095000,Single Family-1 Conversion,1.5 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1910,1.75,7,4,0,2,0,1243,355,NA
2807,127156023,1017,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,2807,200096000,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1920,1.75,7,3,1,1,0,1753,445,NA
2808,523215923,739,NA,NA,NA,LEXINGTON,AVE,NA,22902,R,NA,NA,2808,200097000,Single Family,1.5 Story,C,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1920,1.75,7,3,0,2,0,1158,566,0
2809,530115980,740,NA,NA,NA,LEXINGTON,AVE,NA,22902,R,NA,NA,2809,200098000,Single Family,1.5 Story,B,Stucco,Shingles,Hardwood,Partial Basement,Forced Air,1,1920,1.5,6,3,1,1,0,1257,381,0
2810,530816013,638,NA,NA,NA,EVERGREEN,AVE,NA,22902,R,NA,NA,2810,200099000,Single Family,1 Story,C,Aluminum,Metal,Hardwood,Partial Basement,Hot Water Radiator,1,1920,1,5,3,0,1,0,1339,446,0
2811,536416049,670,NA,NA,NA,EVERGREEN,AVE,NA,22902,R,NA,NA,2811,200100000,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1961,1,9,4,0,2,0,1031,819,750
2812,537416077,660,NA,NA,NA,EVERGREEN,AVE,NA,22902,R,NA,NA,2812,200100100,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1961,1,9,5,0,3,0,1064,813,800
2817,107773499,1106,NA,NA,NA,RAYON,ST,NA,22902,R,NA,NA,2817,200105000,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,No Basement,Heat Pump,0,1965,1,4,2,0,1,0,788,NA,NA
2818,108713649,1105,NA,NA,NA,6TH,ST,SE,22902,R,NA,NA,2818,200105100,Single Family,1 Story,C,Wood,Shingles,Hardwood,No Basement,Baseboard,0,1965,1,4,2,0,1,0,784,0,0
2819,111424016,1100,NA,NA,NA,AVON,ST,NA,22902,R,NA,NA,2819,200106000,Single Family,2 Story,C,Vinyl,Shingles,Hardwood,Full Basement,Forced Air,1,1920,2,7,3,1,1,0,1330,572,NA
2820,111524053,1107,NA,NA,NA,AVON,ST,NA,22902,R,NA,NA,2820,200107000,Single Family,2 Story,C,Wood,Shingles,Hardwood,Partial Basement,Forced Air,1,1916,2,6,2,1,1,0,1242,271,NA
2821,139289027,808,NA,NA,NA,LYMAN,ST,NA,22902,R,NA,NA,2821,200108000,Single Family,1.5 Story,C,Brick Veneer,Shingles,None,Full Basement,Hot Water Radiator,2,1947,1.5,9,3,1,1,0,2431,1156,0
2822,107983527,808,NA,NA,NA,RIDGE,ST,NA,22902,R,NA,NA,2822,200109000,Single Family,1.5 Story,C,Aluminum,Shingles,Other,Full Basement,Forced Air,1,1945,1.5,6,4,0,1,0,1217,776,0
2823,108123539,815,NA,NA,NA,RIDGE,ST,NA,22902,R,NA,NA,2823,200110000,Single Family,1 Story,C,Precast Panel,Shingles,Hardwood,Cellar,Heat Pump,0,1946,1,5,2,0,1,0,834,0,0
2824,121465335,1408,NA,NA,NA,HAMPTON,ST,NA,22902,R,NA,NA,2824,200111000,Single Family,2 Story,C,Asbestos,Shingles,Hardwood,Partial Basement,Forced Air,0,1920,2,8,4,0,1,0,1380,340,NA
2826,111804154,837,NA,NA,NA,RIDGE,ST,NA,22902,R,NA,NA,2826,200113000,Duplex,2 Story,C,Brick Veneer,Shingles,None,Partial Basement,Baseboard,0,1966,2,8,4,0,2,0,1966,0,0
2827,112004241,839,NA,NA,NA,RIDGE,ST,NA,22902,R,NA,NA,2827,200113100,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,1,1920,1.5,8,3,0,2,0,1295,810,NA
2829,118234953,1312,NA,NA,NA,EARLY,ST,NA,22902,R,NA,NA,2829,200113300,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2830,279413382,1216,NA,NA,NA,AUGUSTA,ST,NA,22903,R,NA,NA,2830,200114000,Single Family,1 Story,C,Vinyl,Shingles,Hardwood,No Basement,Forced Air,1,1949,1,7,3,0,2,0,1207,0,0
2831,294113546,1213,NA,NA,NA,AUGUSTA,ST,NA,22903,R,NA,NA,2831,200115000,Duplex,1 Story,C,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1949,1,6,3,0,2,0,1269,852,NA
2832,294413543,1206,NA,NA,NA,AUGUSTA,ST,NA,22903,R,NA,NA,2832,200116000,Single Family,2 Story,B,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1920,2,6,2,0,2,0,1456,716,0
2833,307813713,1519,NA,NA,NA,AMHERST,ST,NA,22903,R,NA,NA,2833,200117000,Single Family,2 Story,C,Wood,Shingles,Hardwood,Full Basement,Heat Pump,0,1920,2,8,3,0,2,0,1612,1022,432
2834,308013729,1515,NA,NA,NA,AMHERST,ST,NA,22903,R,NA,NA,2834,200118000,Single Family,2 Story,C,Wood,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1916,2,5,2,0,1,0,1056,528,NA
2007,179812130,1932,7,#,NA,ARLINGTON,BLVD,NA,22903,C,PFAUTZ,2016-11-28T17:23:26.000Z,50719,170024000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1937,1,6,3,0,2,0,1697,1128,480
2048,70910707,2114,106,#,NA,ANGUS,RD,NA,22901,C,PFAUTZ,2016-11-28T17:23:27.000Z,50736,1700577A0,Duplex,2 Story,C,Vinyl,Shingles,None,Full Basement,Heat Pump,0,2005,2,10,4,2,4,0,2400,1200,NA
2148,179812130,1932,119,#,NA,ARLINGTON,BLVD,NA,22903,C,PFAUTZ,2016-11-28T17:23:27.000Z,50758,17A026000,Duplex,1 Story,B,Asbestos,Shingles,Hardwood,No Basement,Gas Wall Unit,0,1949,1,10,6,0,4,0,3147,NA,NA
2242,70233279,406,102B,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:22.000Z,50776,180015310,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1961,1,9,5,0,2,0,1025,1025,756
2009,83631295,1904,26,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2009,170026000,Duplex,1.5 Story,C,Vinyl,Architectural Shingles,Hardwood,Partial Basement,Heat Pump,1,1925,1.5,7,5,0,3,0,1907,811,NA
2133,141893081,131,NA,NA,NA,FRANKLIN,ST,NA,22902,C,NA,NA,2133,17A016000,Single Family-2 Conversion,1.5 Story,C,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1945,1.5,7,4,0,3,0,2269,435,0
2339,99962570,719,4,APT,NA,RIDGE,ST,NA,22902,R,NA,NA,2339,18A023000,Single Family-2 Conversion,2 Story,C,Brick Veneer,Shingles,None,Full Basement,Baseboard,0,1971,2,12,6,2,4,0,2156,1078,950
2445,7605635,106,5,APT,NA,MONTEBELLO,CIR,NA,22903,R,NA,NA,2445,18A128000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2502,83631295,1904,14,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2502,190019000,Single Family,1.5 Story,B,Stone,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1925,1.5,8,4,0,5,0,1723,1272,0
2319,81131036,1018,NA,NA,NA,CHERRY,AVE,NA,22903,R,NA,NA,2319,180555000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2223,278513376,600,NA,NA,NA,WILDER,DR,NA,22901,R,NA,NA,2223,180015140,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,1,1961,1,6,3,0,2,0,1021,1021,510
2497,393214615,1110,NA,NA,NA,FOREST,ST,NA,22903,C,NA,NA,2497,190016200,Single Family,1 Story,C,Wood,Shingles,Hardwood,Full Basement,Forced Air,2,1954,1,6,3,0,2,0,797,797,673
2492,24610061,2306,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,2492,190013000,Single Family,2 Story,C,Asbestos,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1948,2,7,3,0,2,0,1474,737,221
2493,285313473,1620,NA,NA,NA,HARDWOOD,AVE,NA,22903,R,NA,NA,2493,190014000,Single Family-1 Conversion,2 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1948,2,9,4,0,3,0,1666,761,381
2494,148711698,1410,NA,NA,NA,GENTRY,LN,NA,22903,R,NA,NA,2494,190015000,Single Family-1 Conversion,2 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1948,2,8,4,0,2,0,1482,575,575
2495,432515033,1012,NA,NA,NA,GRADY,AVE,NA,22903,R,NA,NA,2495,190016000,Single Family,2 Story,B,Precast Panel,Shingles,Hardwood,No Basement,Forced Air,2,1954,2,10,4,0,2,0,2346,0,0
2496,591716655,801,NA,NA,NA,PAGE,ST,NA,22903,R,NA,NA,2496,190016100,Single Family,1 Story,C,Wood,Shingles,Hardwood,Cellar,Forced Air,1,1954,1,7,3,0,2,0,1948,204,0
2815,13937149,428,306,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,50882,200103000,Single Family,1 Story,C,Wood,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1948,1,8,4,0,1,0,1307,0,0
2816,13937149,428,307,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,50883,200104000,Single Family,1.5 Story,C,Vinyl,Shingles,Hardwood,Partial Basement,Forced Air,1,1948,1.66,8,4,0,2,0,1416,253,0
2835,315213748,1618,NA,NA,NA,AMHERST,ST,NA,22903,R,NA,NA,2835,200118100,Single Family-1 Conversion,1 Story,B -,Wood,Shingles,Hardwood,Full Basement,Forced Air,1,1951,1,10,4,0,3,0,1260,846,846
2210,102693188,128,A,APT,NA,STRIBLING,AVE,NA,22903,R,NA,NA,2210,180006000,Single Family-1 Conversion,2 Story,C,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,2,1912,2,7,4,0,2,0,2372,1076,1076
2211,99732618,127,B,APT,NA,STRIBLING,AVE,NA,22903,R,NA,NA,2211,180007000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1963,1,5,3,0,2,0,1097,1097,400
2595,110273917,1303,B,APT,NA,MIDLAND,ST,NA,22902,R,NA,NA,2595,190036000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1960,1,6,4,0,1,0,1023,817,0
2719,430315004,1060,NA,NA,NA,GRADY,AVE,NA,22903,R,NA,NA,2719,200021000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2953,1412016325,218,112,APT,NA,14TH,ST,NW,22903,R,NA,NA,2953,200233000,Single Family,Split-Foyer,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1964,1,7,3,0,2,0,1064,1040,768
2954,1412016325,218,405,APT,NA,14TH,ST,NW,22903,R,NA,NA,2954,200234000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1962,1,7,4,0,2,0,1240,1240,1240
2955,1412016325,218,406,APT,NA,14TH,ST,NW,22903,R,NA,NA,2955,200235000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1959,1,6,3,1,1,0,1077,1077,0
2956,1412016229,216,2,APT,NA,14TH,ST,NW,22903,R,NA,NA,2956,200236000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1959,1,7,3,0,1,0,1307,992,496
2957,1412016229,216,301,APT,NA,14TH,ST,NW,22903,R,NA,NA,2957,200237000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1959,1,7,3,0,2,0,1238,1238,620
2598,123115371,104,NA,NA,NA,DANBURY,CT,NA,22902,R,NA,NA,2598,190036300,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Baseboard,0,1966,1,10,6,0,2,0,1928,NA,NA
2599,139269048,201,NA,NA,NA,DOUGLAS,AVE,NA,22902,R,NA,NA,2599,190036400,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Baseboard,0,1966,1,10,4,0,2,0,1928,NA,NA
2608,258013161,701,NA,NA,NA,DELL,LN,NA,22901,R,NA,NA,2608,190037130,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Heat Pump,0,1946,1.5,5,2,0,3,0,968,645,272
2612,141997586,1022,NA,NA,NA,LOCUST,AVE,NA,22901,R,NA,NA,2612,190037170,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1955,1,4,2,0,1,0,776,776,0
2613,84941317,525,NA,NA,NA,7 1/2,ST,SW ,22903,R,NA,NA,2613,190037180,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,7,3,0,1,0,946,946,473
2614,81951086,412,NA,NA,NA,OAK,ST,NA,22903,R,NA,NA,2614,190037190,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,No Basement,Forced Air,0,1955,1,6,2,0,1,0,914,0,0
2616,6648121,104,NA,NA,NA,OAKHURST,CIR,NA,22903,R,PFAUTZ,2016-04-04T20:03:41.000Z,2616,190037201,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1957,1,5,2,0,1,0,972,972,0
2620,130476390,914,NA,NA,NA,NASSAU,ST,NA,22902,R,NA,NA,2620,190037250,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,4,2,0,1,0,822,822,0
2621,319613806,1610,NA,NA,NA,AMHERST,ST,NA,22903,R,NA,NA,2621,190037260,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,5,3,0,1,0,960,779,390
2622,326513868,1518,NA,NA,NA,AMHERST,ST,NA,22903,R,NA,NA,2622,190037270,Single Family,1 Story,C,Asbestos,Architectural Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,7,4,0,1,0,1000,779,390
2626,92231875,243,NA,NA,NA,SHAMROCK,RD,NA,22903,R,NA,NA,2626,190037301,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,6,2,0,1,0,929,779,390
2627,81691069,129,NA,NA,NA,OBSERVATORY,AVE,NA,22903,R,NA,NA,2627,190037310,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,4,2,0,1,0,779,779,0
2628,81711124,113,NA,NA,NA,WASHINGTON,AVE,NA,22903,R,NA,NA,2628,190037320,Single Family,1 Story,C +,Wood,Architectural Shingles,Hardwood,Full Basement,Floor Furnace,0,1946,1,6,3,0,1,0,781,635,NA
2629,119905149,916,NA,NA,NA,ELLIOTT,AVE,NA,22902,R,NA,NA,2629,190037330,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Floor Furnace,0,1946,1,5,2,0,1,0,781,635,NA
2630,120435192,818,NA,NA,NA,ALTAVISTA,AVE,NA,22902,R,NA,NA,2630,190037340,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1946,1,7,3,0,2,0,1045,635,595
2631,120445246,807,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,2631,190037350,Single Family,1.5 Story,B,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1946,1.5,6,3,0,1,0,635,635,476
2632,411814860,701,NA,NA,NA,LYONS,AVE,NA,22902,R,NA,NA,2632,190037360,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Heat Pump,0,1946,1,6,3,0,1,0,781,640,128
2633,432715053,740,NA,NA,NA,LYONS,AVE,NA,22902,R,NA,NA,2633,190037370,Single Family-1 Conversion,1.5 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Floor Furnace,0,1946,1.5,8,4,0,2,0,953,635,476
2634,462417309,878,NA,NA,NA,LOCUST,AVE,NA,22902,R,NA,NA,2634,190037400,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1956,1,6,3,0,1,0,977,0,0
2635,464515424,867,NA,NA,NA,LOCUST,AVE,NA,22902,R,NA,NA,2635,190037500,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,0,1946,1.75,6,3,0,2,0,1111,625,NA
2636,120545214,1100,NA,NA,NA,MONTROSE,AVE,NA,22902,R,NA,NA,2636,190037600,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1946,1.5,6,4,0,1,0,953,635,0
2638,91529437,221,NA,NA,NA,SPRUCE,ST,NA,22902,R,NA,NA,2638,190037800,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,9,5,0,2,0,962,960,960
2693,407014760,908,NA,NA,NA,ST CHARLES,AVE,NA,22901,R,NA,NA,2693,200003200,Duplex,2 Story,C,Wood,Shingles,W/W Carpet,Partial Basement,Heat Pump,0,1978,2,10,6,4,2,0,2560,0,0
2694,41897766,1215,NA,NA,NA,ST GEORGE,AVE,NA,22901,R,NA,NA,2694,200003300,Duplex,2 Story,C,Wood,Shingles,W/W Carpet,Partial Basement,Heat Pump,0,1978,2,10,6,4,2,0,2560,0,0
2696,1739969,2315,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,2696,200005000,Single Family,2 Story,C,Stucco,Shingles,Hardwood,No Basement,Floor Furnace,1,1925,2,6,2,1,1,0,1126,0,0
2697,1799983,2411,NA,NA,NA,BROOK,RD,NA,22901,R,NA,NA,2697,200006000,Single Family,1 Story,C,Stucco,Shingles,Hardwood,Partial Basement,Forced Air,1,1942,1,7,3,0,2,0,1204,345,345
2698,18910001,2226,NA,NA,NA,GREENBRIER,DR,NA,22901,R,NA,NA,2698,200007000,Duplex,2 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Baseboard,0,1965,2,8,4,2,2,0,3191,1059,1059
2699,1929999,2412,NA,NA,NA,KERRY,LN,NA,22901,R,NA,NA,2699,200008000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1960,1,6,3,0,1,0,1118,1118,0
2700,20310017,2221,NA,NA,NA,GREENBRIER,DR,NA,22901,R,NA,NA,2700,200008100,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1960,1,6,3,0,1,0,1125,1118,447
2701,20410020,2311,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,2701,200009000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1960,1,6,3,0,1,0,1118,1118,832
2702,21810029,2508,NA,NA,NA,HILLWOOD,PL,NA,22901,R,NA,NA,2702,200010000,Single Family,2 Story,B,Wood Shingle,Shingles,Hardwood,Partial Basement,Forced Air,1,1925,2,6,3,0,2,0,1901,289,NA
2703,21910033,2224,NA,NA,NA,GREENBRIER,DR,NA,22901,R,NA,NA,2703,200010100,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1963,1,6,3,0,1,0,947,0,0
2704,24210071,2515,NA,NA,NA,HILLWOOD,PL,NA,22901,R,NA,NA,2704,200011000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1954,1,6,3,1,1,0,962,NA,NA
2705,24510063,2510,NA,NA,NA,HILLWOOD,PL,NA,22901,R,NA,NA,2705,200012000,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,No Basement,Floor Furnace,1,1950,1,5,1,1,1,0,1145,0,0
2706,99152483,1606,NA,NA,NA,MULBERRY,AVE,NA,22903,R,NA,NA,2706,200013000,Single Family,1 Story,C,Concrete Block,Shingles,Hardwood,No Basement,Baseboard,0,1947,1,4,2,0,1,0,634,0,0
2707,99272513,1628,NA,NA,NA,CENTER,AVE,NA,22903,R,NA,NA,2707,200013100,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1959,1,5,3,0,2,0,768,768,384
2708,100242577,2310,NA,NA,NA,CENTER,AVE,NA,22903,R,NA,NA,2708,200014000,Single Family,1 Story,D,Concrete Block,Shingles,Other,Full Basement,Gas Wall Unit,0,1952,1,3,1,0,1,2,480,220,0
2709,283913465,1624,NA,NA,NA,HARDWOOD,AVE,NA,22903,R,NA,NA,2709,200014100,Single Family,1 Story,C,Vinyl,Shingles,Hardwood,Partial Basement,Forced Air,1,1941,1,8,4,0,1,0,1558,439,439
2713,148511695,1414,NA,NA,NA,GENTRY,LN,NA,22903,R,NA,NA,2713,200018000,Single Family,1 Story,C,Wood,Shingles,Hardwood,Full Basement,Forced Air,0,1957,1,7,3,0,2,0,1022,1022,500
2714,148611697,1412,NA,NA,NA,GENTRY,LN,NA,22903,R,NA,NA,2714,200018100,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1957,1,5,3,0,1,0,1100,1100,0
2715,151511740,1326,NA,NA,NA,HILLTOP,RD,NA,22903,R,NA,NA,2715,200019000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2716,410614841,1027,NA,NA,NA,GRADY,AVE,NA,22903,R,NA,NA,2716,200019002,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2717,414714855,1307,NA,NA,NA,GORDON,AVE,NA,22903,R,NA,NA,2717,200019100,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2718,428514999,1020,NA,NA,NA,GRADY,AVE,NA,22903,R,NA,NA,2718,200020000,Single Family,1 Story,C,Vinyl,Metal,Hardwood,No Basement,Heat Pump,1,1948,1,6,3,0,2,0,1280,NA,NA
2938,655996,100,NA,NA,NA,OAKHURST,CIR,NA,22903,R,PFAUTZ,2016-04-04T20:03:41.000Z,2938,200218000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1964,1,6,3,1,1,0,1061,1061,354
2965,80898966,402,B,APT,NA,FAIRWAY,AVE,NA,22902,R,NA,NA,2965,200244000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1959,1,7,3,0,2,0,1031,825,371
2456,299313611,611,319,#,NA,RUGBY,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50833,18A139000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2457,299313611,611,320,#,NA,RUGBY,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50834,18A140000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2458,299313611,611,G18,#,NA,RUGBY,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50835,18A141000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2459,299313611,611,101,#,NA,RUGBY,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50836,18A142000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2461,376114377,1609,2,#,NA,GORDON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50837,18A145000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2474,173312029,1982,4,#,NA,ARLINGTON,BLVD,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50838,18A158000,Single Family,2 Story,B,Hardy Board,Architectural Shingles,Hardwood,Full Basement,Forced Air,1,2007,2,7,3,1,2,0,1998,978,NA
2475,173312029,1982,11,#,NA,ARLINGTON,BLVD,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50839,18A159000,Single Family,2 Story,B,Hardy Board,Architectural Shingles,Hardwood,Full Basement,Forced Air,NA,2016,2,7,3,NA,3,NA,1196,528,528
2479,109344104,924,D,#,NA,1ST,ST,S,22902,R,PFAUTZ,2016-11-28T17:23:32.000Z,50840,190002000,Single Family,1.5 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1930,1.5,10,4,0,3,0,2208,397,0
2481,109343959,922,C,#,NA,1ST,ST,S,22902,R,PFAUTZ,2016-11-28T17:23:32.000Z,50842,190004000,Single Family,2 Story,B,Wood,Shingles,Hardwood,Partial Basement,Forced Air,1,1930,2,8,3,1,3,0,2309,907,450
2505,83221214,114,A,#,NA,CARROLLTON,TER,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50843,190022000,Single Family-1 Conversion,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1947,1.5,8,5,0,3,0,1796,1302,977
2506,83221214,114,I,#,NA,CARROLLTON,TER,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50844,190023000,Single Family,2 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1926,2,9,4,0,2,0,1987,716,0
