OBJECTID,BIN,ST_NUMBER,ST_UNIT,UNIT_TYPE,PREDIR,ST_NAME,SUFFIX,POSTDIR,ZIP,STSEGID,USE_TYPE,created_user,created_date,last_edited_user,last_edited_date,MasterAddressID
16225,131356530,639,, , ,HARRIS,RD, ,22902, ,R,,,,,16225
16226,131606577,641,, , ,HARRIS,RD, ,22902, ,R,,,,,16226
16227,132596642,103,, , ,GRIMES,PL, ,22902, ,R,,,,,16227
16228,132606692,110,, , ,LIDE,PL, ,22902, ,R,,,,,16228
16229,133436741,102,, , ,GRIMES,PL, ,22902, ,R,,,,,16229
16230,133446735,108,, , ,LIDE,PL, ,22902, ,R,,,,,16230
16231,133486776,103,, , ,LEIGH,PL, ,22902, ,R,,,,,16231
16232,186512233,1605,, , ,OXFORD,RD, ,22903, ,R,,,,,16232
16233,186712221,1630,, , ,OXFORD,RD, ,22903, ,R,,,,,16233
16234,191412325,1637,, , ,MASON,LN, ,22903, ,R,,,,,16234
16235,191512288,1618,, , ,OXFORD,RD, ,22903, ,R,,,,,16235
16239,110843945,824,, , ,RIDGE,ST, ,22902, ,R,,,,,16239
16241,113674363,836,, , ,RIDGE,ST, ,22902, ,R,,,,,16241
16242,90491751,1119,, , ,FOREST HILLS,AVE, ,22903, ,R,,,,,16242
16243,281513432,1210,, , ,AUGUSTA,ST, ,22903, ,R,,,,,16243
16244,290513513,1217,, , ,AUGUSTA,ST, ,22903, ,R,,,,,16244
16253,346814083,1703,, , ,GRADY,AVE, ,22903, ,R,,,,,16253
16268,67310639,1701,, , ,KING MOUNTAIN,RD, ,22901, ,R,,,,,16268
16272,59717445,1645,, , ,KEITH VALLEY,RD, ,22901, ,R,,,,,16272
16273,61710572,1712,, , ,KING MOUNTAIN,RD, ,22901, ,R,,,,,16273
16276,121385303,902,, , ,ALTAVISTA,AVE, ,22902, ,R,,,,,16276
16277,121405363,813,, , ,DRUID,AVE, ,22902, ,R,,,,,16277
16278,124605722,813,, , ,STONEHENGE,AVE, ,22902, ,R,,,,,16278
16279,124635689,700,, , ,ROCKLAND,AVE, ,22902, ,R,,,,,16279
16280,124945743,919,, , ,DRUID,AVE, ,22902, ,R,,,,,16280
16281,125005710,1108,, , ,ELLIOTT,AVE, ,22902, ,R,,,,,16281
16282,121875410,919,, , ,ALTAVISTA,AVE, ,22902, ,R,,,,,16282
16283,121925358,1108,, , ,MONTROSE,AVE, ,22902, ,R,,,,,16283
16284,122175388,804,, , ,DRUID,AVE, ,22902, ,R,,,,,16284
16285,122235397,908,, , ,ALTAVISTA,AVE, ,22902, ,R,,,,,16285
16286,122565431,910,, , ,ALTAVISTA,AVE, ,22902, ,R,,,,,16286
16291,1507518324,401,301,APT,,4TH,ST,NW,22903, ,R,,,,,16291
16297,124165637,718,, , ,HIGHLAND,AVE, ,22903, ,R,,,,,16297
16298,652683,241,, ,E,JEFFERSON,ST, ,22902, , ,,,,,16298
16301,652668,232,, ,E,HIGH,ST, ,22902, , ,,,,,16301
16302,652668,206,, ,E,HIGH,ST, ,22902, , ,,,,,16302
16304,376714421,935,, , ,HENRY,AVE, ,22903, ,R,,,,,16304
16305,93582006,611,, , ,PROSPECT,AVE, ,22903, ,R,,,,,16305
16306,112644228,608,, , ,BAILEY,RD, ,22903, ,R,,,,,16306
16059,110813925,829,, , ,RIDGE,ST, ,22902, ,R,,,,,16059
16060,110063817,825,, , ,RIDGE,ST, ,22902, ,R,,,,,16060
16061,643417030,411,, ,E,HIGH,ST, ,22902, , ,,,,,16061
16064,67018468,914,, ,E,HIGH,ST, ,22902, , ,,,,,16064
16065,67058469,912,, ,E,HIGH,ST, ,22902, , ,,,,,16065
16066,92961896,110,, , ,MONTPELIER,ST, ,22903, ,R,,,,,16066
16067,93982024,116,, , ,SUMMIT,ST, ,22903, ,R,,,,,16067
16068,214312618,1205,, , ,HOLMES,AVE, ,22901, ,R,,,,,16068
16069,214812605,1206,, , ,HOLMES,AVE, ,22901, ,R,,,,,16069
16070,217112668,705,, , ,ELIZABETH,AVE, ,22901, ,R,,,,,16070
16071,227012769,708,, , ,ELIZABETH,AVE, ,22901, ,R,,,,,16071
16072,227312755,1118,, , ,HOLMES,AVE, ,22901, ,R,,,,,16072
16073,238912900,913,, , ,LOCUST,LN, ,22901, ,R,,,,,16073
16074,239912921,909,, , ,LOCUST,LN, ,22901, ,R,,,,,16074
16092,24187424,1208,, , ,BLAND,CIR, ,22901, ,R,,,,,16092
16093,244513007,1141,, , ,LOCUST,AVE, ,22901, ,R,,,,,16093
16094,244612977,1110,, , ,HOLMES,AVE, ,22901, ,R,,,,,16094
16095,7955922,1211,, , ,KING,ST, ,22903, ,R,,,,,16095
16096,7972951,1301,, , ,KING,ST, ,22903, ,R,,,,,16096
16100,66218441,1114,, ,E,HIGH,ST, ,22902, , ,,,,,16100
16101,74518769,1111,, ,E,JEFFERSON,ST, ,22902, ,R,,,,,16101
16102,75128745,1008,, ,E,JEFFERSON,ST, ,22902, , ,,,,,16102
16103,77058815,1112,, ,E,JEFFERSON,ST, ,22902, ,R,,,,,16103
16104,77298824,1114,, ,E,JEFFERSON,ST, ,22902, ,R,,,,,16104
16105,86141433,605,, , ,HINTON,AVE, ,22902, ,R,,,,,16105
16106,86151430,717,, , ,LEVY,AVE, ,22902, ,R,,,,,16106
16632,139219093,202,1E,UNIT, ,DOUGLAS,AVE, ,22902, ,R,,,,,16632
16633,139219093,202,1F,UNIT, ,DOUGLAS,AVE, ,22902, ,R,,,,,16633
16634,139219093,202,1G,UNIT, ,DOUGLAS,AVE, ,22902, ,R,,,,,16634
16030,798117182,119,A,APT, ,APPLE TREE,RD, ,22903, ,R,,,,,16030
16032,798117182,119,B,APT, ,APPLE TREE,RD, ,22903, ,R,,,,,16032
16033,80861005,126,B,APT, ,APPLE TREE,RD, ,22903, ,R,,,,,16033
16034,85501369,110,A,APT, ,APPLE TREE,RD, ,22903, ,R,,,,,16034
16183,593716648,11,11,APT, ,ALTAMONT,CIR, ,22902, ,R,,,,,16183
16257,545116324,1215,C33,UNIT, ,WERTLAND,ST, ,22903, ,R,,,,,16257
16600,540620133,1309,D2,UNIT, ,WERTLAND,ST, ,22903, ,R,,,,,16600
16289,1431918737,1050,204,UNIT,,DRUID,AVE,,22902, ,R,,,PFAUTZ,2017-08-28T15:26:06.000Z,56390
16290,1431918737,1050,205,UNIT,,DRUID,AVE,,22902, ,R,,,PFAUTZ,2017-08-28T15:26:06.000Z,56391
16736,1431918737,1050,301,UNIT,,DRUID,AVE,,22902, ,R,,,PFAUTZ,2017-08-28T15:26:06.000Z,56392
16083,97612368,103,A,APT, ,MORRIS PAUL,CT, ,22903, ,R,,,,,16083
16245,1394716271,1207,121,APT, ,WERTLAND,ST, ,22903, ,R,,,,,16245
16499,136957207,14,, , ,MOBILE,LN, ,22903, ,R,,,PFAUTZ,2016-05-12T18:38:53.000Z,16499
16409,445915182,417,, , ,12TH,ST,NW,22903, ,R,,,PFAUTZ,2017-09-06T17:00:40.000Z,56396
16192,6670685,509,, ,W,MAIN,ST,,22903, ,C,,,emerickr,2014-10-16T20:05:41.000Z,16192
16200,661819164,812,, ,W,MAIN,ST, ,22903, ,C,,,emerickr,2014-10-16T20:05:41.000Z,16200
16246,1394716271,1207,111,APT, ,WERTLAND,ST, ,22903, ,R,,,,,16246
16247,1394716202,1211,231,APT, ,WERTLAND,ST, ,22903, ,R,,,,,16247
16248,1394716202,1211,212,APT, ,WERTLAND,ST, ,22903, ,R,,,,,16248
16270,632216987,909,, ,W,MAIN,ST, ,22903, ,C,,,emerickr,2014-10-16T20:05:41.000Z,16270
16271,6917189,502,, ,W,MAIN,ST, ,22903, ,C,,,emerickr,2014-10-16T20:05:41.000Z,16271
16299,619816891,105,, ,W,HIGH,ST, ,22902, , ,,,emerickr,2014-10-16T20:05:41.000Z,16299
16300,629916958,104,, ,W,HIGH,ST, ,22902, ,R,,,emerickr,2014-10-16T20:05:41.000Z,16300
16303,6794156,624,, ,W,MAIN,ST, ,22903, ,C,,,emerickr,2014-10-16T20:05:41.000Z,16303
16635,128986296,1606,H,UNIT, ,MONTICELLO,AVE, ,22902, ,R,,,,,16635
16650,243712957,1220,, , ,PRESTON,AVE, ,22903, ,R,,,,,16650
16652,254913085,1212,, , ,PRESTON,AVE, ,22903, ,R,,,,,16652
16654,1390713183,1208,, , ,PRESTON,AVE, ,22903, ,R,,,,,16654
16655,1390613250,1204,, , ,PRESTON,AVE, ,22903, ,R,,,,,16655
16726,1394716202,1211,222,APT, ,WERTLAND,ST, ,22903, ,R,,,,,16726
16787,425914944,923,C,STE, ,PRESTON,AVE, ,22903, ,C,,,,,16787
16953,73338721,1209,A,APT, ,LITTLE HIGH,ST, ,22902, ,R,,,,,16953
16965,128986363,1612,F,UNIT, ,MONTICELLO,AVE, ,22902, ,R,,,,,16965
16966,128986363,1612,G,UNIT, ,MONTICELLO,AVE, ,22902, ,R,,,,,16966
16967,128986363,1612,H,UNIT, ,MONTICELLO,AVE, ,22902, ,R,,,,,16967
16970,88581586,101,B,APT, ,WESTERLY,AVE, ,22903, ,R,,,,,16970
16974,93181963,2512,B,APT, ,PLATEAU,RD, ,22903, ,R,,,,,16974
16004,497417425,301,4008,APT,,15TH,ST,NW,22903, ,R,,,,,16004
16258,497417425,301,3003,APT,,15TH,ST,NW,22903, ,R,,,,,16258
16259,497417425,301,3034,APT,,15TH,ST,NW,22903, ,R,,,,,16259
16260,497417425,301,4002,APT,,15TH,ST,NW,22903, ,R,,,,,16260
16261,497417425,301,4003,APT,,15TH,ST,NW,22903, ,R,,,,,16261
16287,497417425,301,2016,APT,,15TH,ST,NW,22903, ,R,,,,,16287
16288,497417425,301,2017,APT,,15TH,ST,NW,22903, ,R,,,,,16288
16561,7663802,1815,1,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,16561
16562,7663802,1815,10,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,16562
16601,497417425,301,5021,APT,,15TH,ST,NW,22903, ,R,,,,,16601
16938,7864895,1819,102,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,16938
16939,7864895,1819,104,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,16939
16502,6954222,1709,3,#, ,JEFFERSON PARK,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54252
16507,337713991,4,7,#, ,UNIVERSITY,CIR, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54254
16508,324713870,14,4,#, ,UNIVERSITY,CIR, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54255
16509,255313150,1161,B,#, ,ROSE HILL,DR, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54256
16531,101752968,211,B,#, ,STRIBLING,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54258
16546,136447124,303,B,#, ,MIDDLETON,LN, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54266
16547,427114997,507,A,#, ,10TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54267
16550,70233279,408,305,#,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:26.000Z,54269
16551,371814329,507,7,#, ,16TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54270
16552,8147957,402,E,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54271
16553,8147957,402,F,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54272
16554,81471048,406,D,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54273
16555,549016079,224,605,#, ,14TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54274
16556,87241524,2205,202,#, ,FONTAINE,AVE, ,22903, , ,,,PFAUTZ,2016-11-28T17:23:26.000Z,54275
16563,332913963,822,D,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54276
16564,332913963,822,E,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54277
16565,518215917,1116,A,#, ,JOHN,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54278
16566,518215986,1118,A,#, ,JOHN,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54279
16577,74110793,2021,H,#, ,MICHIE,DR, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54280
16579,81471268,416,D,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54281
16580,81471386,420,A,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54282
16581,81471558,424,A,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54283
16582,81471558,424,B,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54284
16583,81471268,416,E,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54285
16584,81471268,416,F,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54286
16585,81471048,406,E,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54287
16586,81471093,400,F,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54288
16587,81471093,400,G,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54289
16588,81471077,410,B,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:26.000Z,54290
16597,724921638,310,100,#,E,MAIN,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:26.000Z,54299
16895,707220812,414,F,#,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:22.000Z,54379
16932,610916829,205,2,#,W,HIGH,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:22.000Z,54382
16011,64908407,1301,, ,E,HIGH,ST, ,22902, ,C,,,,,16011
16099,66208439,1326,, ,E,HIGH,ST, ,22902, ,C,,,,,16099
16236,771720102,515,, ,E,WATER,ST, ,22902, , ,,,,,16236
16240,111194248,990,, , ,5TH,ST,SW,22902, ,I,,,,,16240
16314,364914263,1712,, , ,ALLIED,ST, ,22903, ,C,,,,,16314
16412,58858159,1538,, ,E,HIGH,ST, ,22902, ,C,,,,,16412
16423,65978425,1138,, ,E,HIGH,ST, ,22902, ,C,,,,,16423
16453,144011666,2037,, , ,BARRACKS,RD, ,22903, ,C,,,,,16453
16466,150611723,2401,71,APT, ,ARLINGTON,BLVD, ,22903, ,R,,,,,16466
16487,144011666,2035,, , ,BARRACKS,RD, ,22903, ,C,,,,,16487
16488,144011629,2046,, , ,BARRACKS,RD, ,22903, ,C,,,,,16488
16667,520415873,338,, , ,10TH,ST,NW,22903, ,C,,,,,16667
16673,558516310,505,, , ,PRESTON,AVE, ,22903, ,C,,,,,16673
16685,92831895,108,, , ,LEWIS,ST, ,22903, ,C,,,,,16685
16696,1507111700,1047,, , ,MILLMONT,ST, ,22903, ,C,,,,,16696
16699,7571567,503,, ,E,WATER,ST, ,22902, ,C,,,,,16699
16731,111604197,2437,, , ,JEFFERSON PARK,AVE, ,22903, ,I,,,,,16731
16874,483015538,810,, , ,HARRIS,ST, ,22903, ,C,,,,,16874
16906,170912007,918,, , ,EMMET,ST,N ,22903, ,C,,,,,16906
16991,350214260,1200,, , ,FOREST,ST, ,22903, ,I,,,,,16991
16624,574816483,117,2,#, ,ALTAMONT,CIR, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:52.000Z,54317
16988,82971277,500,501,#, ,1ST,ST,S,22902, ,R,,,PFAUTZ,2016-11-28T17:23:09.000Z,54414
16021,131026443,107,A,APT, ,WELK,PL, ,22903, ,R,,,,,16021
16022,129366346,117,A,APT, ,WELK,PL, ,22903, ,R,,,,,16022
16079,85901384,1910,21,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,16079
16085,85901338,1910,10,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,16085
16417,85901384,1910,22,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,16417
16788,316413818,1111,5B,APT, ,PRESTON,AVE, ,22903, ,R,,,emerickr,2014-12-02T15:04:08.000Z,16788
16962,128176294,113,A,APT, ,WELK,PL, ,22903, ,R,,,,,16962
16117,607716794,616,A,APT, ,LOCUST,AVE, ,22902, ,R,,,,,16117
16189,768417160,210,24,UNIT, ,10TH,ST,NE,22902, ,R,,,,,16189
16190,127376029,1600,35,LOT, ,6TH,ST,SE,22902, ,R,,,,,16190
16191,126045852,1606,41,LOT, ,6TH,ST,SE,22902, ,R,,,,,16191
16599,382314545,1207,B,STE, ,HARRIS,ST, ,22903, ,C,,,,,16599
16609,94162020,2202,A,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,16609
16936,307913696,1517,B,APT, ,AMHERST,ST, ,22903, ,R,,,,,16936
16438,126245888,107,B,APT, ,PARK,LN,W,22903, ,R,,,,,16438
16510,103072972,132,B,APT, ,STRIBLING,AVE, ,22903, ,R,,,,,16510
16545,135216960,106,A,APT, ,LONGWOOD,DR, ,22903, ,R,,,,,16545
16602,497417425,301,5032,APT,,15TH,ST,NW,22903, ,R,,,,,16602
16603,497417425,301,5033,APT,,15TH,ST,NW,22903, ,R,,,,,16603
16608,97082291,105,A,APT, ,STRIBLING,AVE, ,22903, ,R,,,,,16608
16610,97752530,125,A,APT, ,STRIBLING,AVE, ,22903, ,R,,,,,16610
16728,497417425,301,3044,APT,,15TH,ST,NW,22903, ,R,,,,,16728
16729,497417425,301,4004,APT,,15TH,ST,NW,22903, ,R,,,,,16729
16742,132026531,501,B,APT, ,MOSELEY,DR, ,22903, ,R,,,,,16742
16750,308913690,1122,A,APT, ,PRESTON,AVE, ,22903, ,R,,,,,16750
16781,525815908,201,1H,APT, ,15TH,ST,NW,22903, ,R,,,,,16781
16782,525815908,201,4D,APT, ,15TH,ST,NW,22903, ,R,,,,,16782
16783,525815908,201,3B,APT, ,15TH,ST,NW,22903, ,R,,,,,16783
16418,298113578,101,A,APT, ,STEWART,CIR, ,22903, ,R,,,,,16418
16468,331313877,612,B,APT, ,RUGBY,RD, ,22903, ,R,,,,,16468
16504,272813328,109,B,APT, ,STEWART,CIR, ,22903, ,R,,,,,16504
16698,7571567,501,, ,E,WATER,ST, ,22902, ,C,,,,,16698
16176,108733637,819,, , ,RIDGE,ST, ,22902, ,R,,,,,16176
16016,112724254,101,A,APT, ,ANTOINETTE,CT, ,22903, ,R,,,,,16016
16020,102732858,110,A,APT, ,OLINDA,DR, ,22903, ,R,,,,,16020
16023,103653017,700,B,APT, ,ROCK CREEK,RD, ,22903, ,R,,,,,16023
16024,103653017,700,A,APT, ,ROCK CREEK,RD, ,22903, ,R,,,,,16024
16216,110273917,1303,A,APT, ,MIDLAND,ST, ,22902, ,R,,,,,16216
16292,1507518324,401,302,APT,,4TH,ST,NW,22903, ,R,,,,,16292
16293,1507518324,401,322,APT,,4TH,ST,NW,22903, ,R,,,,,16293
16294,1507518324,401,323,APT,,4TH,ST,NW,22903, ,R,,,,,16294
16295,1507518324,401,324,APT,,4TH,ST,NW,22903, ,R,,,,,16295
16511,1507518324,401,106,APT,,4TH,ST,NW,22903, ,R,,,,,16511
16512,1507518324,401,107,APT,,4TH,ST,NW,22903, ,R,,,,,16512
16513,1507518324,401,201,APT,,4TH,ST,NW,22903, ,R,,,,,16513
16514,1507518324,401,202,APT,,4TH,ST,NW,22903, ,R,,,,,16514
16515,1507518324,401,203,APT,,4TH,ST,NW,22903, ,R,,,,,16515
16516,1507518324,401,210,APT,,4TH,ST,NW,22903, ,R,,,,,16516
16517,1507518324,401,211,APT,,4TH,ST,NW,22903, ,R,,,,,16517
16737,1507518324,401,303,APT,,4TH,ST,NW,22903, ,R,,,,,16737
16749,1394515877,304,19,APT, ,14TH,ST,NW,22903, ,R,,,,,16749
16763,1507518324,401,108,APT,,4TH,ST,NW,22903, ,R,,,,,16763
16780,125395791,911,A,APT, ,RIVES,ST, ,22902, ,R,,,,,16780
16433,92931909,630,B,APT, ,7 1/2,ST,SW,22903, ,R,,,,,16433
16437,108333846,2308,A,APT, ,CRESTMONT,AVE, ,22903, ,R,,,,,16437
16439,116524777,210,A,APT, ,CLEVELAND,AVE, ,22903, ,R,,,,,16439
16576,129336310,2701,B,APT, ,MCELROY,DR, ,22903, ,R,,,,,16576
16896,115584731,1023,B,APT, ,5TH,ST,SW,22903, ,R,,,,,16896
16342,317813798,1118,, , ,PRESTON,AVE, ,22903, ,I,,,,,16342
16472,95563151,752,A,APT, ,PROSPECT,AVE, ,22903, ,R,,,,,16472
16529,134026830,100,, , ,LIDE,PL, ,22902, ,R,,,,,16529
16571,49210541,2111,57,APT, ,MICHIE,DR, ,22901, ,R,,,,,16571
16573,49210525,2111,44,APT, ,MICHIE,DR, ,22901, ,R,,,,,16573
16622,100822696,709,A,APT, ,BOLLING,AVE, ,22902, ,R,,,,,16622
16625,578816558,113,, , ,ALTAMONT,CIR, ,22902, ,R,,,,,16625
16626,580516564,111,, , ,ALTAMONT,CIR, ,22902, ,R,,,,,16626
16627,96892314,611,, , ,BOLLING,AVE, ,22902, ,R,,,,,16627
16628,97079631,107,, , ,LEAKE,LN, ,22902, ,R,,,,,16628
16629,1451119852,164,, , ,BAYLOR,LN, ,22902, ,R,,,,,16629
16630,1446319853,147,, , ,BAYLOR,LN, ,22902, ,R,,,,,16630
16631,110603979,809,A,APT, ,MONTROSE,AVE, ,22902, ,R,,,,,16631
16636,114574554,917,A,APT, ,MONTROSE,AVE, ,22902, ,R,,,,,16636
16649,242913000,1611,, , ,WESTWOOD,RD, ,22903, ,R,,,,,16649
16651,245113016,901,, , ,ROSSER,LN, ,22903, ,R,,,,,16651
16098,65938440,1128,, ,E,HIGH,ST, ,22902, ,R,,,,,16098
16154,132611487,1143,, , ,EMMET,ST,N,22903, ,C,,,,,16154
16155,132611487,1169,, , ,EMMET,ST,N,22903, ,C,,,,,16155
16220,108493646,1115,, , ,MONTICELLO,RD, ,22902, ,R,,,,,16220
16426,1525918765,1412,302,APT,,CARLTON,AVE,,22902, ,R,,,,,16426
16427,1525918765,1412,305,APT,,CARLTON,AVE,,22902, ,R,,,,,16427
16428,1525918765,1412,203,APT,,CARLTON,AVE,,22902, ,R,,,,,16428
16432,85161334,504,A,APT, ,HANOVER,ST, ,22903, ,R,,,,,16432
16646,84301318,500,B,APT, ,RIDGE,ST, ,22902, ,R,,,,,16646
16647,87121460,512,A,APT, ,RIDGE,ST, ,22902, ,R,,,,,16647
16648,87121460,512,B,APT, ,RIDGE,ST, ,22902, ,R,,,,,16648
16738,1525918765,1412,102,APT,,CARLTON,AVE,,22902, ,R,,,,,16738
16739,1525918765,1412,103,APT,,CARLTON,AVE,,22902, ,R,,,,,16739
16080,81631034,102,C,APT, ,CARROLLTON,TER, ,22903, ,R,,,,,16080
16107,126755982,811,, , ,ROCKLAND,AVE, ,22902, ,R,,,,,16107
16108,109843789,720,, , ,MONTROSE,AVE, ,22902, ,R,,,,,16108
16109,110944044,609,, , ,ALTAVISTA,AVE, ,22902, ,R,,,,,16109
16110,111014055,711,, , ,ELLIOTT,AVE, ,22902, ,R,,,,,16110
16140,1466420002,937,, , ,RAYMOND,RD, ,22903, ,R,,,,,16140
16141,740420010,821,, , ,KING,ST, ,22903, ,R,,,,,16141
16147,1711520012,910,, , ,ROCKLAND,AVE, ,22902, , ,,,,,16147
16148,206912495,1500,, , ,OXFORD,RD, ,22903, ,R,,,,,16148
16149,207912511,1108,, , ,HERNDON,RD, ,22903, ,R,,,,,16149
16150,210712573,1517,, , ,RUTLEDGE,AVE, ,22903, ,R,,,,,16150
16151,211012580,1515,, , ,RUTLEDGE,AVE, ,22903, ,R,,,,,16151
16152,7637630,924,, , ,KING,ST, ,22903, ,R,,,,,16152
16153,7645644,926,, , ,KING,ST, ,22903, ,R,,,,,16153
16156,490915609,708,, , ,EVERGREEN,AVE, ,22902, ,R,,,,,16156
16157,493315660,763,, , ,LEXINGTON,AVE, ,22902, ,R,,,,,16157
16158,502615748,679,, , ,EVERGREEN,AVE, ,22902, ,R,,,,,16158
16159,503515721,752,, , ,LEXINGTON,AVE, ,22902, ,R,,,,,16159
16160,508515835,629,, , ,EVERGREEN,AVE, ,22902, ,R,,,,,16160
16161,510515859,633,, , ,EVERGREEN,AVE, ,22902, ,R,,,,,16161
16162,510815891,659,, , ,EVERGREEN,AVE, ,22902, ,R,,,,,16162
16163,515115899,651,, , ,EVERGREEN,AVE, ,22902, ,R,,,,,16163
16164,516515837,746,, , ,LEXINGTON,AVE, ,22902, ,R,,,,,16164
16172,110243863,1018,, , ,AVON,ST, ,22902, ,R,,,,,16172
16173,110683916,1103,, , ,AVON,ST, ,22902, ,R,,,,,16173
16174,88611559,318,, , ,AVON,ST, ,22902, ,R,,,,,16174
16175,88829303,134,, , ,GOODMAN,ST, ,22902, ,R,,,,,16175
16858,138307340,333,, , ,CAMELLIA,DR, ,22903, ,R,,,,,16858
16859,138097317,231,, , ,AZALEA,DR, ,22903, ,R,,,,,16859
16860,137917295,229,, , ,AZALEA,DR, ,22903, ,R,,,,,16860
16861,100492663,1508,, , ,TRAILRIDGE,RD, ,22903, ,R,,,,,16861
16862,140026581,124,, , ,OLD FIFTH,CIR, ,22903, ,R,,,,,16862
16863,134376923,229,, , ,OLD LYNCHBURG,RD, ,22903, ,R,,,,,16863
16864,1424017438,212,, , ,HUNTLEY,AVE, ,22903, ,R,,,,,16864
16865,134886929,240,, , ,OLD LYNCHBURG,RD, ,22903, ,R,,,,,16865
16866,1446617383,144,, , ,BAYLOR,LN, ,22902, ,R,,,,,16866
16867,1446717384,142,, , ,BAYLOR,LN, ,22902, ,R,,,,,16867
16873,472815472,618,, , ,MCINTIRE,RD, ,22902, ,R,,,,,16873
16875,484915561,706,, , ,NELSON,DR, ,22902, ,R,,,,,16875
16876,490215604,112,, , ,NORTHWOOD,CIR, ,22902, ,R,,,,,16876
16877,24910079,1659,, , ,BRANDYWINE,DR, ,22901, ,R,,,,,16877
16878,25210081,1663,, , ,BRANDYWINE,DR, ,22901, ,R,,,,,16878
16879,1464219518,160,, , ,BROOKWOOD,DR, ,22902, ,R,,,,,16879
16880,278213375,1016,, , ,HOLMES,AVE, ,22901, ,R,,,,,16880
16881,278713409,1117,, , ,LOCUST,AVE, ,22901, ,R,,,,,16881
16882,285413492,1111,, , ,LOCUST,AVE, ,22901, ,R,,,,,16882
16883,83909054,1300,, , ,CHESAPEAKE,ST, ,22902, ,R,,,,,16883
16884,84149064,1302,, , ,CHESAPEAKE,ST, ,22902, ,R,,,,,16884
16901,6771150,218,, , ,COURT,SQ, ,22902, , ,,,,,16901
16902,54248063,806,, , ,ST JAMES,CIR, ,22902, ,R,,,,,16902
16903,55928084,814,, , ,ST JAMES,CIR, ,22902, ,R,,,,,16903
16904,55958083,812,, , ,ST JAMES,CIR, ,22902, ,R,,,,,16904
16905,123895642,911,, , ,DRUID,AVE, ,22902, ,R,,,,,16905
16907,1467419738,938,, , ,RAYMOND,RD, ,22902, ,R,,,,,16907
16908,125495813,1103,, , ,ALTAVISTA,AVE, ,22902, ,R,,,,,16908
16909,125565827,901,, , ,STONEHENGE,AVE, ,22902, ,R,,,,,16909
